
0,0.3729717,-0.6673701,0.04511959
5,0.3545086,0.1223662,-0.1437591
10,0.4504229,0.5483075,-0.2426229
15,0.5430529,0.9065623,-0.3012151
0,0.2366788,-0.1813812,-0.1271094
5,0.2267251,0.3165247,-0.1675723
10,0.245387,0.6883234,-0.1700101
15,0.2977892,0.998189,-0.1703572
0,0.1502475,0.01858221,-0.1664621
5,0.1674384,0.5312436,-0.1891305
10,0.2373095,1.144629,-0.2165714
15,0.3503321,1.568802,-0.2793145
0,0.3792668,-0.1962863,0.1049611
5,0.452532,0.03449267,-0.003048976
10,0.5594577,0.4200196,-0.1160623
15,0.6924277,0.7677098,-0.2087405
0,0.1988668,0.02941888,-0.1876121
5,0.1953046,0.5631934,-0.2335234
10,0.2322049,1.014579,-0.2359914
15,0.3131119,1.411863,-0.229594
0,0.2108178,0.3578865,-0.06918804
5,0.2759466,0.9186654,-0.1622713
10,0.3969434,0.9849995,-0.2270406
15,0.4827553,1.188755,-0.2681104
0,0.2191091,-0.2482849,-0.1394749
5,0.2269256,0.366053,-0.2068598
10,0.2603851,0.9331994,-0.2188269
15,0.349913,1.562619,-0.2828703
0,0.3059303,-0.4507047,-0.02080132
5,0.3431301,0.1779268,-0.1800206
10,0.3797293,0.8851936,-0.3067683
15,0.4450794,1.296899,-0.3520179
0,0.203155,-0.05424953,-0.1629168
5,0.2117247,0.5884306,-0.2247838
10,0.2767541,1.242523,-0.2679352
15,0.400525,1.778181,-0.3531961
0,0.2234439,-0.03888697,-0.1164423
5,0.280807,0.6378019,-0.282898
10,0.3503966,1.169531,-0.3691843
15,0.4045699,1.484734,-0.3679077
0,0.09343515,0.5811781,-0.1352595
5,0.09285651,1.134774,-0.154304
10,0.1646243,1.424985,-0.1710522
15,0.295548,1.317626,-0.2159059
0,0.3083087,-0.7129845,0.04334463
5,0.3187316,0.2032341,-0.1844736
10,0.4035733,1.006701,-0.3582047
15,0.4572672,1.37008,-0.3830477
0,0.2250177,-0.4463702,-0.005245512
5,0.2369478,1.117626,-0.3818576
10,0.2793199,1.672191,-0.431348
15,0.3603919,1.94659,-0.4078621
0,0.1980167,-0.08776113,-0.1750714
5,0.2034767,0.5714319,-0.2465026
10,0.2593432,1.072805,-0.2485991
15,0.3450025,1.577412,-0.2782079
0,0.2924638,-0.6106718,-0.03597029
5,0.2712094,-0.03701429,-0.1045974
10,0.295904,0.390189,-0.1207013
15,0.3217382,0.7413627,-0.1168416
0,0.1639661,0.3742987,-0.1925755
5,0.1733617,1.412424,-0.3687303
10,0.228242,1.783401,-0.3700232
15,0.3295391,1.90095,-0.3452891
0,0.2062267,0.2067973,-0.06700394
5,0.2400505,1.016006,-0.1810166
10,0.3518689,1.26882,-0.2396414
15,0.4920177,1.259482,-0.2807796
0,0.1082183,0.9015553,-0.2964959
5,0.1523126,1.108028,-0.3033122
10,0.2328688,1.267101,-0.2931634
15,0.3130325,1.545502,-0.2752933
0,0.3400788,0.04199133,0.01021868
5,0.4029624,0.3449849,-0.09927157
10,0.4959552,0.6177108,-0.1658942
15,0.5951214,0.8507651,-0.2062834
0,0.2869973,-0.3262152,0.07751782
5,0.3710154,0.3305742,-0.1292021
10,0.4862027,0.6456759,-0.2392084
15,0.6062501,1.005007,-0.3299466
0,0.317647,-0.3621124,-0.05547838
5,0.3353338,0.02351338,-0.1212343
10,0.3549983,0.4500694,-0.1589231
15,0.4198635,0.730096,-0.1782786
0,0.06265745,0.6465194,-0.1657961
5,0.08346563,1.104872,-0.1763627
10,0.1653306,1.305135,-0.1847714
15,0.2640624,1.45106,-0.174956
0,0.1983856,0.2693525,-0.09490344
5,0.2386232,0.4712035,-0.1330932
10,0.2892096,0.7122937,-0.1513962
15,0.3537389,0.8797575,-0.1562614
0,0.2222958,0.0570092,-0.07726981
5,0.3265222,0.5780521,-0.2597586
10,0.4144641,1.192406,-0.390943
15,0.5320851,1.377065,-0.4222095
0,0.1414756,0.4640096,-0.1799732
5,0.1666815,0.7657674,-0.2122277
10,0.2070973,1.004458,-0.2034974
15,0.2694304,1.275893,-0.1879465
0,0.05887034,0.5659622,-0.1407327
5,0.07069736,1.065252,-0.1493131
10,0.1412547,1.373542,-0.1433627
15,0.2536212,1.45794,-0.1536347
0,0.2191022,-0.2396108,-0.08293563
5,0.2147752,0.8508934,-0.2955521
10,0.2594676,1.391018,-0.3227952
15,0.3540519,1.757695,-0.3209393
0,0.2730457,-0.4953049,-0.03832335
5,0.2559195,0.1196755,-0.1335309
10,0.2823783,0.6334548,-0.1806554
15,0.3185729,1.030558,-0.1944782
0,0.1924683,0.1307478,-0.1457113
5,0.2037792,0.5007475,-0.1764985
10,0.2375768,0.8087476,-0.1836174
15,0.2857047,1.095358,-0.1779408
0,0.3626554,-0.5694705,0.06620146
5,0.4019721,-0.06620749,-0.08496363
10,0.4925007,0.596663,-0.2535438
15,0.6300065,0.9715392,-0.3483212
0,0.1925686,0.05612007,-0.1661541
5,0.2022868,0.7713557,-0.2502907
